User_id,Mf_id,Name,Plan,Category,Num_times_searched,Num_times_clicked,Time_spent,Added_watchlist,Purchased,watchlist_dummy_generator,purchased_dummy_ generator
39,290,UTI Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,1,7,140,0,0,9,11
39,5,Aditya Birla Sun Life India GenNext Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,19,1,269,0,0,7,3
39,207,Motilal Oswal Midcap 30 Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,9,8,195,0,0,8,5
39,118,ICICI Prudential MidCap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,12,3,249,0,0,17,15
39,65,DSP Short Term Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,13,7,77,0,0,4,10
39,252,SBI Magnum Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,4,0,186,1,0,1,14
39,295,UTI Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,13,9,103,0,0,16,4
39,84,Franklin India Bluechip Fund - Direct - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,5,3,166,1,0,3,3
39,3,Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,19,5,137,0,0,11,14
39,180,L&T Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,18,7,148,0,0,8,13
39,294,UTI Mastershare Unit Scheme - GrowthLarge Cap Fund,Regular,Large Cap Fund,14,2,36,0,0,17,8
39,13,Aditya Birla Sun Life Short Term Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,0,1,298,0,0,9,4
39,68,DSP Tax Saver Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,9,7,263,0,0,7,13
39,2,Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,12,1,225,0,0,5,3
40,238,Quant Tax Plan - Direct Plan - GrowthELSS,Direct Plan,ELSS,6,0,139,1,0,1,8
40,132,IDBI Small Cap Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,6,7,269,0,0,4,6
40,55,Canara Robeco Infrastructure - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,12,6,152,1,0,2,10
40,110,HSBC Tax Saver Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,9,2,84,0,0,7,4
40,28,Baroda ELSS - 96 - Plan A - GrowthELSS,Regular,ELSS,3,8,55,0,0,16,6
40,167,Kotak Infrastructure and Economic Reform Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,15,0,84,0,0,11,3
40,109,HSBC Small Cap Equity Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,9,3,244,0,1,15,1
40,195,Mahindra Manulife ELSS Kar Bachat Yojana - Direct Plan - GrowthELSS,Direct Plan,ELSS,14,3,275,0,0,7,3
40,7,Aditya Birla Sun Life Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,2,7,45,0,0,6,14
40,7,Aditya Birla Sun Life Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,1,4,281,0,0,11,4
40,274,Tata Mid Cap Growth Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,9,2,77,0,0,18,9
40,204,Motilal Oswal Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,2,3,93,0,0,15,15
40,169,Kotak Small Cap Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,16,6,174,0,0,5,4
40,103,HDFC Tax Saver Fund - GrowthELSS,Regular,ELSS,11,10,17,1,0,3,9
40,208,Nippon India Growth Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,4,6,28,1,1,2,1
40,22,Axis Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,17,9,216,0,0,5,9
40,100,HDFC Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,9,10,10,0,0,14,14
40,210,Nippon India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,4,5,167,0,0,13,4
40,165,Kotak Emerging Equity - GrowthMid Cap Fund,Regular,Mid Cap Fund,0,1,291,0,0,14,15
40,18,Axis Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,15,10,275,0,0,6,8
40,243,SBI Blue Chip Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,10,3,124,0,0,5,7
41,33,Baroda Mid-cap Fund - Plan B (Direct) - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,14,1,92,0,0,4,14
41,188,LIC MF Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,13,1,203,0,0,16,10
41,3,Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,4,11,170,1,0,1,13
41,54,Canara Robeco Infrastructure - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,8,1,140,0,0,7,3
41,285,Union Long Term Equity Fund - GrowthELSS,Regular,ELSS,9,4,107,1,0,1,10
41,45,BNP Paribas Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,2,10,284,0,0,9,12
41,190,LIC MF Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,19,2,13,0,0,7,2
41,189,LIC MF Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,2,1,134,0,1,6,1
41,270,Tata Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,6,2,189,1,0,3,7
41,176,L&T India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,11,7,6,0,0,4,2
41,176,L&T India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,4,5,52,0,0,8,10
41,262,Sundaram Rural and Consumption Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,14,8,273,0,0,5,7
41,261,Sundaram Rural and Consumption Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,2,4,130,0,0,8,6
41,156,Invesco India Tax Plan - GrowthELSS,Regular,ELSS,16,1,127,0,0,19,8
41,9,Aditya Birla Sun Life Midcap Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,0,7,176,0,0,9,7
41,98,HDFC Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,13,10,178,0,0,5,10
41,185,L&T Tax Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,10,9,237,0,0,20,2
41,259,Sundaram Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,10,6,207,0,0,13,10
41,180,L&T Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,5,2,104,0,0,13,5
41,92,Franklin India Smaller Companies Fund - Direct - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,6,0,187,0,0,13,9
41,92,Franklin India Smaller Companies Fund - Direct - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,10,7,12,0,0,18,12
41,209,Nippon India Growth Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,6,10,114,0,0,10,12
41,101,HDFC Small Cap Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,11,3,246,1,0,1,7
41,98,HDFC Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,16,4,5,0,0,14,4
41,163,Kotak Bond Short Term Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,13,7,224,0,0,12,5
41,122,ICICI Prudential Short Term Fund - Direct Fund - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,11,3,276,0,0,8,15
41,20,Axis Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,19,8,273,1,0,1,13
42,112,ICICI Prudential Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,20,6,273,0,0,19,6
42,131,IDBI Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,4,0,159,0,0,16,4
42,264,Sundaram Short Term Debt Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,5,5,60,1,0,2,12
42,264,Sundaram Short Term Debt Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,2,3,297,0,0,16,13
42,235,Principal Tax Saving FundELSS,Regular,ELSS,7,10,97,0,0,17,15
42,125,IDBI Equity Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,6,11,10,0,0,14,14
42,42,BNP Paribas Multi Cap Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,9,6,247,0,0,9,15
42,115,ICICI Prudential Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,13,2,295,1,0,2,9
42,154,Invesco India Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,8,5,181,0,0,11,2
42,290,UTI Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,5,10,173,0,0,8,8
42,161,Kotak Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,9,6,295,0,0,15,6
42,208,Nippon India Growth Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,15,0,113,1,0,3,5
42,213,Nippon India Multicap Fund - GrowthMulti Cap Fund,Regular,Multi Cap Fund,17,10,70,0,0,7,9
42,61,DSP Midcap Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,10,9,120,0,0,14,10
42,104,HDFC Top 100 Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,2,5,137,0,0,17,10
43,279,Taurus Largecap Equity Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,9,1,1,0,0,16,11
43,31,Baroda Large Cap Fund - Plan B (Direct) - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,18,7,267,0,0,15,9
43,46,BOI AXA Manufacturing & Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,2,9,109,0,0,7,11
43,81,Essel Long Term Advantage Fund - GrowthELSS,Regular,ELSS,2,3,210,0,0,12,15
43,73,Edelweiss Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,16,7,36,0,0,13,4
43,223,PGIM India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,20,2,101,0,0,15,8
43,45,BNP Paribas Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,16,3,75,0,0,9,9
43,125,IDBI Equity Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,12,0,88,0,0,17,15
43,20,HSBC Large Cap Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,1,4,274,1,1,1,1
43,36,BNP Paribas Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,12,6,168,0,1,18,1
43,182,L&T Overnight Fund - GrowthOvernight Fund,Regular,Overnight Fund,2,9,17,0,0,16,11
43,160,Kotak Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,13,8,69,0,0,5,11
43,184,L&T Short Term Bond Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,14,10,247,0,0,5,4
43,85,Franklin India Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,12,2,71,0,0,15,4
43,213,Nippon India Multicap Fund - GrowthMulti Cap Fund,Regular,Multi Cap Fund,4,11,60,0,0,10,13
43,25,Axis Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,8,10,151,0,1,12,1
43,99,HDFC Short Term Debt Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,15,8,180,0,0,17,7
43,163,Kotak Bond Short Term Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,12,7,227,1,0,3,7
43,97,HDFC Mid-Cap Opportunities Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,9,4,83,0,0,13,12
44,107,HSBC Short Duration Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,5,5,195,0,0,18,12
44,130,IDBI Midcap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,2,8,57,0,0,18,13
44,236,Quant Active Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,11,11,187,0,0,17,6
44,148,Invesco India Largecap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,6,5,147,0,0,19,14
44,195,Mahindra Manulife ELSS Kar Bachat Yojana - Direct Plan - GrowthELSS,Direct Plan,ELSS,17,7,285,1,0,3,12
44,125,IDBI Equity Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,18,1,213,0,0,6,5
44,226,PGIM India Midcap Opportunities Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,13,4,59,0,0,17,5
44,273,Tata Mid Cap Growth Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,1,9,152,0,0,18,9
44,114,ICICI Prudential Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,19,6,130,1,0,1,11
44,214,Nippon India Power & Infra Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,20,4,280,0,0,20,9
44,182,L&T Overnight Fund - GrowthOvernight Fund,Regular,Overnight Fund,9,8,33,0,0,13,4
44,292,UTI Long Term Equity Fund (Tax Saving) - GrowthELSS,Regular,ELSS,11,8,19,1,0,2,15
44,206,Motilal Oswal Midcap 30 Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,16,6,37,0,0,13,5
44,298,UTI MNC Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,12,5,140,0,0,20,3
44,251,SBI Magnum Global Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,8,3,260,0,0,15,4
44,252,SBI Magnum Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,15,6,16,0,0,8,13
44,88,Franklin India Prima Fund - Direct - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,5,0,284,0,0,19,13
44,88,Franklin India Prima Fund - Direct - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,20,9,177,0,0,11,4
44,22,Axis Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,11,5,70,0,0,9,13
44,254,SBI Overnight Fund - Regular Plan - GrowthOvernight Fund,Regular,Overnight Fund,15,2,200,1,0,2,9
44,17,Aditya Birla Sun Life Tax Relief 96 - Regular Plan - GrowthELSS,Regular,ELSS,17,5,194,0,0,4,3
44,122,ICICI Prudential Short Term Fund - Direct Fund - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,14,3,28,0,0,7,14
44,243,SBI Blue Chip Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,18,6,242,1,0,1,13
45,78,Essel Large Cap Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,10,1,272,0,0,17,13
45,146,Invesco India Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,7,8,82,0,0,8,4
45,263,Sundaram Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,6,2,41,0,0,9,11
45,223,PGIM India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,6,10,299,0,0,7,4
45,108,HSBC Small Cap Equity Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,1,4,102,0,0,9,13
45,21,Axis Long Term Equity Fund - GrowthELSS,Regular,ELSS,18,9,259,0,0,19,2
45,44,BNP Paribas Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,14,8,286,0,0,9,15
45,173,L&T Business Cycles Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,20,2,47,1,0,2,8
45,176,L&T India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,2,7,206,0,0,13,5
45,137,IDFC Large Cap - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,1,6,144,1,0,3,9
45,40,BNP Paribas Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,15,7,157,1,0,1,5
45,83,Franklin Build India Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,11,7,280,0,0,9,4
45,57,Canara Robeco Short Duration Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,2,7,177,0,0,6,15
45,150,Invesco India Mid Cap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,13,2,232,0,0,13,11
45,205,Motilal Oswal Long Term Equity Fund - GrowthELSS,Regular,ELSS,4,5,38,0,0,4,15
45,267,Tata India Tax Savings Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,7,10,232,0,0,4,2
45,9,Aditya Birla Sun Life Midcap Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,9,3,109,0,0,16,8
45,8,Aditya Birla Sun Life Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,4,2,136,0,1,4,1
45,249,SBI Magnum Equity ESG Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,3,1,112,1,1,3,1
45,90,Franklin India Short Term Income Plan - Direct - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,13,3,100,0,0,11,12
45,259,Sundaram Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,5,1,202,1,0,1,12
45,100,HDFC Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,19,6,117,0,0,14,5
45,60,DSP Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,3,2,269,0,0,6,4
45,254,SBI Overnight Fund - Regular Plan - GrowthOvernight Fund,Regular,Overnight Fund,11,3,130,0,0,9,13
45,134,IDFC Bond Fund - Short Term - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,5,7,263,1,0,1,6
45,2,Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,10,5,169,0,0,12,10
46,113,ICICI Prudential Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,14,9,126,0,0,7,10
46,142,Indiabulls Bluechip Fund - Existing Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,8,8,170,0,0,17,12
46,130,IDBI Midcap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,2,3,221,1,0,1,3
46,236,Quant Active Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,3,11,35,0,0,8,5
46,109,HSBC Small Cap Equity Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,15,9,255,0,0,8,8
46,21,Mahindra Manulife Multi Cap Badhat Yojana - Regular Plan - GrowthMulti Cap Fund,Regular,Multi Cap Fund,10,6,234,0,1,7,1
46,44,BNP Paribas Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,0,4,250,0,0,12,14
46,39,BNP Paribas Long Term Equity Fund - GrowthELSS,Regular,ELSS,19,9,36,0,0,14,10
46,273,Tata Mid Cap Growth Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,3,9,120,0,0,14,11
46,151,Invesco India Multicap Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,2,0,9,0,0,15,10
46,76,Edelweiss Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,14,4,80,0,0,18,11
46,76,Edelweiss Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,16,7,107,0,0,12,13
46,207,Motilal Oswal Midcap 30 Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,14,5,238,0,0,19,4
46,296,UTI Mid Cap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,17,9,264,1,0,3,11
46,259,Sundaram Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,8,10,28,1,1,2,1
46,247,SBI Long Term Equity Fund - Regular Plan - GrowthELSS,Regular,ELSS,1,5,230,0,0,8,7
46,105,HDFC Top 100 Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,1,10,92,0,0,11,8
46,255,SBI Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,2,10,119,0,0,10,2
47,112,ICICI Prudential Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,19,1,40,1,0,1,8
47,32,Baroda Mid-cap Fund - Plan A - GrowthMid Cap Fund,Regular,Mid Cap Fund,1,8,72,0,0,8,6
47,49,BOI AXA Tax Advantage Fund - Regular Plan - GrowthELSS,Regular,ELSS,18,7,110,0,0,17,11
47,197,Mahindra Manulife Multi Cap Badhat Yojana - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,3,4,39,0,0,10,7
47,45,BNP Paribas Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,1,8,53,1,0,1,7
47,56,Canara Robeco Short Duration Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,3,11,103,0,0,19,3
47,124,ICICI Prudential Technology Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,15,9,40,1,0,3,10
47,52,Canara Robeco Equity Tax Saver - Direct Plan - GrowthELSS,Direct Plan,ELSS,5,10,137,0,0,10,2
47,50,Canara Robeco Bluechip Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,18,4,229,0,0,15,10
47,4,Aditya Birla Sun Life India GenNext Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,15,7,92,0,0,6,12
47,139,IDFC Tax Advantage (ELSS) Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,3,4,258,0,0,18,14
47,300,UTI Short Term Income Fund - Institutional - GrowthShort Duration Fund,Regular,Short Duration Fund,3,1,275,0,0,16,6
47,299,UTI Short Term Income Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,2,3,182,0,0,17,12
47,252,SBI Magnum Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,9,3,45,0,1,13,1
47,16,Aditya Birla Sun Life Tax Relief 96 - Direct Plan - GrowthELSS,Direct Plan,ELSS,7,4,278,0,0,17,2
48,146,Invesco India Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,2,7,177,0,0,18,10
48,142,Indiabulls Bluechip Fund - Existing Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,6,6,204,0,0,13,6
48,28,Baroda ELSS - 96 - Plan A - GrowthELSS,Regular,ELSS,5,10,68,1,0,1,4
48,236,Quant Active Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,3,8,35,0,0,6,2
48,230,Principal Personal Tax Saver - Direct PlanELSS,Direct Plan,ELSS,6,2,11,0,0,4,14
48,194,LIC MF Tax Plan - GrowthELSS,Regular,ELSS,11,7,45,0,0,17,12
48,189,LIC MF Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,16,6,182,0,0,10,4
48,190,LIC MF Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,14,9,249,0,0,10,8
48,43,BNP Paribas Multi Cap Fund - GrowthMulti Cap Fund,Regular,Multi Cap Fund,8,2,125,0,0,12,13
48,15,Aditya Birla Sun Life Tax Plan - Regular Plan - GrowthELSS,Regular,ELSS,19,3,97,0,0,5,9
48,245,SBI Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,6,5,99,0,0,12,7
48,177,L&T India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,7,6,288,0,0,19,4
48,227,PGIM India Midcap Opportunities Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,2,6,83,1,0,3,12
48,82,Franklin Build India Fund - Direct - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,11,6,50,0,0,18,9
48,56,Canara Robeco Short Duration Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,17,1,270,0,0,13,13
48,20,HDFC Mid-Cap Opportunities Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,12,11,198,0,0,4,5
48,150,Invesco India Mid Cap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,1,11,104,0,1,5,1
48,215,Nippon India Power & Infra Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,5,6,16,0,0,17,15
48,300,UTI Short Term Income Fund - Institutional - GrowthShort Duration Fund,Regular,Short Duration Fund,17,9,299,0,0,15,11
48,299,UTI Short Term Income Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,5,3,148,0,0,6,4
48,299,UTI Short Term Income Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,10,1,5,0,0,8,7
48,259,Sundaram Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,1,1,169,0,0,4,13
48,88,Franklin India Prima Fund - Direct - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,8,6,96,1,0,3,8
48,209,Nippon India Growth Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,19,2,213,0,0,19,13
48,211,Nippon India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,6,2,283,0,0,11,15
48,218,Nippon India Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,6,3,27,1,0,2,12
48,133,IDFC Bond Fund - Short Term - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,14,9,139,1,0,1,8
48,123,ICICI Prudential Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,14,7,241,0,0,10,5
48,242,SBI Blue Chip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,18,2,89,0,0,17,5
48,113,ICICI Prudential Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,12,10,189,0,0,20,6
49,143,Indiabulls Tax Savings Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,12,10,34,0,0,6,8
49,238,Quant Tax Plan - Direct Plan - GrowthELSS,Direct Plan,ELSS,18,2,166,0,0,11,15
49,145,Invesco India Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,3,5,9,0,0,6,8
49,233,Principal Short Term Debt Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,1,6,84,0,1,20,1
49,75,Edelweiss Long Term Equity Fund (Tax Savings) - GrowthELSS,Regular,ELSS,12,3,208,1,0,3,7
49,284,Union Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,16,3,258,0,0,9,10
49,44,BNP Paribas Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,15,10,152,1,0,1,12
49,271,Tata Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,2,6,164,0,0,9,6
